companyName	companyMajor	companyWorkAuth	companyPositionType	companyDetailLink	companyDetailLink-href	companyDetailDescription	companyDetailIndustry	companyDetailAddress	companyDetailWebsite	companyDetailWebsite-href	topCareerFair	topCareerFair-href	showAllLink	showAllLink-href
The Schneider Corporation	"Civil Engineering, Software Engineering"	"US Citizen, Permanent Resident"	"Full Time, Co-op, Internship/Externship"	The Schneider Corporation	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=28858e1fc48a91e66a85ea690583c242&cf=f5cc7556b48a8e4b7c56d6f4ec0bec48&cfc=694510576a0197dcc2118cd41162bae0&sss=	"The Schneider Corporation is a family-owned firm founded in 1962 on the principles of high quality and excellent client service. 



Schneider provides creative solutions for land, infrastructure and facilities projects that help increase revenue, lower costs, and mitigate risk.  You'll find this dedication whether working within our three core disciplines of surveying, GIS, and engineering - or in one of our complementary specialty services like construction inspection, underground utility location, 3D laser scanning, and mobile mapping (terrestrial LiDAR)."	"Computer Science/Software Engineering, Engineering - Civil"	null	Website	http://www.schneidercorp.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
Crowe Horwath LLP		"US Citizen, Permanent Resident"	"Full Time, Internship/Externship"	Crowe Horwath LLP	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=d45529b9ebeeeebba296c8fb8f9a860d&cf=8071437277a52b37a4f9dc883ba06092&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Crowe Horwath LLP (www.crowehorwath.com) is one of the largest public accounting and consulting firms in the United States. Under its core purpose of “Building Value with Values®,” Crowe uses its deep industry expertise to provide audit services to public and private entities while also helping clients reach their goals with tax, advisory, risk, and performance services. With a total of more than 3,000 personnel, Crowe and its subsidiaries have offices coast to coast. The firm is recognized by many organizations as one of the country's best places to work."	"Consulting, Finance/Banking/Accounting"	null	Website	http://www.crowehorwath.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
Indiana Department of Transportation (INDOT)		"US Citizen, Permanent Resident"		Indiana Department of Transportation (INDOT)	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=a91668d702519f286ad71aeebbc203f1&cf=e3131163c2872ff0112b4d72797a545f&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Mission:

INDOT will plan, build, maintain and operate a superior transportation system enhancing safety, mobility, and economic growth. 



Goals:

1. Let an estimated 213 INDOT construction contracts valued at approximately $981MM in FY2013.  Projects to be let include 44 Major New Projects valued at approximately $620MM and 169 Preservation Projects valued at approximately $361MM.  





2. Implement employee training and organizational changes to improve INDOTs project management core competency.  Create, communicate and deploy a consistent method to successfully manage projects agency-wide.  





3. Improve INDOTs work zone safety program and results.  Increase employee involvement, responsibility, and accountability to provide a safe work environment and reduce employee injuries and"	Engineering - Civil	null	Website	http://www.in.og/indot/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
Bowen Engineering		US Citizen	"Full Time, Co-op, Internship/Externship"	Bowen Engineering	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=de7f6914015dd6de8de9066160e17161&cf=06b7dd5ee0dd1ef47337b27871877f32&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Bowen is a self-performing general contractor with operation centers across the country; with each center delivering owners strong EPC and self-perform construction services including site, civil, structural, boilermaker and mechanical construction. With a history in both the Power/Industrial and Water/Wastewater Markets, Bowen is your nationwide ELG, MATS, and CCR construction expert. Bowen has constructed over 1,000 treatment facilities and has strong phys-chem, biological, evaporator experience with multiple technology partners. We serve large Power/Industrial clients, as well as Private and Municipal Water/Wastewater clients, by striving to be the worlds most Resourceful, Responsive construction company, all with the goal of bringing you the best Results on projects."	Construction	null	Website	http://www.bowenengineering.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
Rogers-O'Brien Construction	"Civil Engineering, Mechanical Engineering"	"US Citizen, Permanent Resident"	"Full Time, Internship/Externship"	Rogers-O'Brien Construction	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=51c0864ee469fb853998850caf26d879&cf=431328363222529985c975e8468139e6&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Formed in 1969, Rogers-O'Brien Construction is a building contractor committed to doing the right thing, no matter what.  Honest communication, dedicating more attention to our clients, and reliability has been as critical to our success as expertise in the details of every phase of construction. Together, these strengths help us build great buildings and enduring relationships with our clients, employees, and subcontractors."	"Construction, Engineering - Civil"	null	Website	http://www.rogers-obrien.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
Kiewit	"Civil Engineering, Electrical Engineering, Mechanical Engineering"	US Citizen	"Full Time, Internship/Externship"	Kiewit	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=dd607dd1deabf3749b57ccc83a34ca93&cf=98f0de3fbc5f57a786cdd908e948b7ab&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Kiewit is one of North America's largest and most respected construction and engineering organizations. With its roots dating back to 1884, the employee-owned company operates through a network of offices and projects in the United States, Canada and Australia. Kiewit offers construction and engineering services in a variety of markets including transportation, water/wastewater, power, oil, gas and chemical, building and mining. Kiewit had 2013 revenues of more than $11.8 billion and employs more than 33,000 staff and craft employees."	"Construction, Engineering - Civil, Engineering - Electrical, Engineering - Mechanical"	null	Website	http://www.kiewit.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
Viavi Solutions	"Computational Science, Computer Engineering, Computer Science, Electrical and Computer Engineering, Electrical Engineering, International Computer Science, Software Engineering"	"US Citizen, Permanent Resident, F-1 Student Visa"	"Full Time, Co-op"	Viavi Solutions	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=a92a07a89591a98342d288780d0d8e1b&cf=79de852a015f9049dc511b2c2b01a079&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Viavi Solutions (formerly JDSU) is a leading designer and manufacturer of products that enable the world's fastest networks.  Our team of highly talented and motivated engineers work together to build leading edge equipment used to install, troubleshoot and maintain telecommunication and datacom networks around the world.  Put your skills to use by working with project teams that enable cutting edge networks to be deployed.  From very high speed digital design to complex FPGA design, our hardware teams create best in class communications test sets.  Our software engineers develop real time embedded networking software, sophisticated GUI design and mobile app development."	"Computer Science/Software Engineering, Engineering - Computer, Engineering - Electrical"	null	Website	http://viavisolutions.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
Cook Pharmica	"Biochemistry, Biology, Biomedical Engineering, Chemical Engineering, Chemistry, Mechanical Engineering"	US Citizen	"Full Time, Internship/Externship"	Cook Pharmica	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=8e6276a0c8b9e1c68e632f9ab7e5f1e9&cf=4158d710901119c872844ff5e6442d4a&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Cook Pharmica is a privately held contract development and manufacturing organization (CDMO) that provides biopharmaceutical companies with a unique one-location, one-source model for development, clinical or commercial cell culture manufacturing, formulation, parenteral product manufacturing and secondary packaging. Centrally located in Bloomington, Indiana, Cook Pharmica maintains a simple goal: to deliver quality product in a timely manner. To do this effectively, Cook Pharmica has invested heavily in its facility, people and processes."	Biotechnology	null	Website	http://cookpharmica.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
Samtec		US Citizen	Co-op	Samtec	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=20a3dc9c802f9addf60fa747e51997ca&cf=4e6795b0976768cffa03eb7f8bc09efa&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Samtec, Inc., a $600,000,000+ privately held, global electronic connector manufacturer in New Albany, Indiana, with high growth and a focus on emerging technology, is seeking candidates interested in working in a fast paced, non-bureaucratic environment. Our 5A1 rating by D&B is reflective in a rapid sales growth rate that outpaces the industry by 3-4 times annually and a virtually non-existent associate turnover rate.



Samtec was also recognized as one of the Top 5 Places to Work in the Louisville Metro area, among some of the area's most highly recognizable brands"	Engineering - Mechanical	null	Website	http://www.samtec.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
"Metron, Inc."	"Computational Science, Math"	US Citizen	Full Time	"Metron, Inc."	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=49758a2badd2077b9c552292aee9e928&cf=5a455809d1bd9cff7b9bd3ce732616d9&cfc=694510576a0197dcc2118cd41162bae0&sss=	Metron is a scientific consulting company dedicated to solving challenging problems in national defense through the development and application of advanced mathematical methods. Problem solutions are realized in computer software with graphical interfaces that allow a user to understand and act on the results without having to comprehend the intricacies of the models themselves.	"Chemistry, Computer Science/Software Engineering, Consulting"	null	Facebook Page	https://www.facebook.com/pages/Metron-Incorporated/455944161172893?ref=hl	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
General Motors	"Electrical Engineering, Mechanical Engineering"	US Citizen	"Full Time, Internship/Externship"	General Motors	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=9f0862550f6a6f8d1c6a4b5b50b6c247&cf=3884359a868bf4e32fb70b44df1ff12b&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Over 1150 production workers, represented by the UAW Local 977, and approximately 170 Salaried employees help to produce stamping parts for all of your favorite General Motors cars and trucks.  Our manufacturing facility is located in Marion, Indiana, directly off of I-69, north of Indianapolis approximately 70 miles and is on 187 acres with over 2 million square feet under roof.  Marion manufactures metal components such as roofs, hoods, doors, fenders, and many others and is a 3 shift operation."	Manufacturing	null	Website	http://www.gm.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
Yaskawa America Inc.	"Computer Engineering, Electrical and Computer Engineering, Electrical Engineering, Mechanical Engineering"	"US Citizen, Permanent Resident"	"Co-op, Internship/Externship"	Yaskawa America Inc.	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=49ae36e244001956e246ad7bcc3bf593&cf=9242a745e8d307871eeaf20c4bcf1144&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Yaskawa America, Inc. is a U.S. corporation, created to provide Automation Solutions and Support to our customers in North America, Central America, and South America. Yaskawa is the world's largest manufacturer of AC Inverter Drives, Servo and Motion Control, and Robotics Automation Systems. Products are marketed through direct sales, partners, representatives, dealers, and distributors. Yaskawa America, Inc. is a wholly-owned corporation of Yaskawa Electric Corporation of Japan. Since 1915, Yaskawa Electric has served the world needs for products to improve global productivity through Automation."	"Engineering - Computer, Engineering - Electrical, Engineering - Mechanical, Manufacturing, Supply Chain, Technical Sales"	null	Website	http://www.yaskawa.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
SS&C Technologies		US Citizen	"Full Time, Internship/Externship"	SS&C Technologies	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=dc26496d4de662211e266c874854ff1c&cf=830014d8d27a3cb59fa883b741a11246&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Headquartered in Windsor, CT and with offices throughout North America, Europe, Asia, and Australia, SS&C provides the global financial services industry with a broad range of highly specialized software, software enabled-services and software as a service (SaaS) solutions for operational excellence. We deliver mission-critical processing for information management, analysis, trading, accounting, reporting and compliance. Our clients manage, in aggregate, over $26 trillion in assets and choose SS&C as their preferred vendor for our expertise."	"Computer Science/Software Engineering, Consulting, Engineering - Computer, Finance/Banking/Accounting"	null	Website	http://www.ssctech.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
Bloomerang	"Computer Science, Software Engineering"	"US Citizen, Permanent Resident"	Internship/Externship	Bloomerang	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=5d2b5ec4bf769842fcec2ac19f43055e&cf=d96cb4f6bd88931cb64278f221d0097f&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Bloomerang helps nonprofit organizations to reach, engage and retain the advocates they depend on to achieve their vision for a better world. Our cloud-based donor management software is rooted in principles of philanthropy, simple to use and focused on empowering your team to achieve remarkable results through enhanced donor loyalty.



Our product is an ASP.NET application hosted in AWS.  Our software development team works with our product manager and other stakeholders to define and build new features and to improve existing features."	Computer Science/Software Engineering	null	Facebook Page	https://www.facebook.com/bloomerangtech	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
